date;accuracy_condition;prolific_id;participant_id;consent;statement_id;text;statement_condition;confidence_range;duration;correct_prediction;ai_judgment;participant_judgment
2025-03-04;accuracy_high;['no_prolific_id'];e20cfc70-c295-44a1-abaf-9c86d54969cb;Accepted;39GHHAVOMGD3J2ES8MWXVZ4ZUPTJ4Y;I met this person on facebook about a year ago. He always makes me laugh even when I'm feeling down. About a two months ago he came to my home town to meet for the first time. I don't know if it is possible , but for me it was love at first sight. He has a smile that just melts my heart. Since then things have gotten better and better between us. He is considering moving closer to me so we can have more time together. This weekend he has hinted at a special dinner. He has been very mysterious about it. My nerves are on edge. What if he proposes? O my gosh I'm blushing writing this. I plan on buying a new dress for this weekend. I want to look my best. I am so much in love and I've never felt so loved before till now.;deceptive;poorly confident;36.39490891;1;-11;-22
2025-03-04;accuracy_high;['no_prolific_id'];e20cfc70-c295-44a1-abaf-9c86d54969cb;Accepted;3MMN5BL1W0Q82E19B5461M4ATM33MR;"My girlfriend and I don't argue very much, and when we do, they tend to be over small things that every other couple argues about. Two weeks ago, we started arguing about why I never want to be around her friends. I find them annoying, so I told her that. I think its pretty common for the boyfriend to not what to hang out with his girlfriend and her friends. She took it as a bit of an insult, though. She said insulting who she likes is an insult to her character. The whole thing was blown out of proportion. She tried to trap me with stupid questions like ""so if I get along with annoying people, you find me annoying?"" and things like that. About 15 minutes into it, I could tell this was going to be a bad argument. I didn't realize just how bad until later in the night, though. We were supposed to go to dinner at my parent's house, but she said she wasn't coming. She loves my parents, and my mom's cooking, so that was a sign of just how mad she was. Still, though, it was such a stupid argument, so I didn't apologize. I went to dinner and then came back. She wasn't there. She decided to stay at her friend's house. I was shocked that she was so offended at this. We didn't talk for 2 days. We sort of made up after that, but its never really been the same. I think its headed for break-up soon.";deceptive;moderately confident;36.01760483;1;-29;-27
2025-03-04;accuracy_high;['no_prolific_id'];16def838-e61e-4ba2-9f66-723792787b10;Accepted;3TAYZSBPLMUMFRIVR2MNULYOGIYS21;Wow so something that was striking and or memorable that I can recall this would be tough since I really haven't been doing much in the last six months. but I guess the most memorable thing that I can recall is that lately I have been tasked with learning about a new operating system. at work that Is basically for production of materials and it greatly effects my current job and they had to send me out to Chicago a few times. so that I can get some extra training and this went on for a few weeks .and then they sent me to Ohio also for further training and in the meantime I am staying at random hotels. and eating at some unusual restaurants like the weber grill which is actually pretty goodand a few other random places normally I wouldn't eat at. back home like Portillos or Giordanos which was super awesome pizza, and the culture in Chicago. was way different from where I am from the diversity and the fact that a lot of people were speaking spanish. was a bit of culture shock for me but everyone is super friendly at the places I went to. and was doing my training.  I would for sure go back someday with my kids and kind of show them some of the places that I visited. in my spare time when I wasn't working like Wrigley stadium and some of the museums. and even the city which is actually pretty clean as far as city's tend to go at least compared to the city I live in.   This is something I would probably never do again but it would be fun to maybe visit someday.   Ohio was ok it was kind of boring in comparison though to Chicago and I probably wont visit.  They did however have some nice people and good places to just get a beer and that is always a good thing.;truthful;very confident;127.4694903;0;-41;-42
2025-03-04;accuracy_high;['no_prolific_id'];16def838-e61e-4ba2-9f66-723792787b10;Accepted;3D3VGR7TA11ZZUE1GD0NNLYKYDD3RX;I am disabled. Currently, I have been confined to a wheelchair for seven years. However, recently I have been practicing intensely on learning to walk again. Currently, I use a wheelchair for mobility purposes. After three weeks of intensive physical therapy, I was able to walk 50ft with a walker. This event was monumental to me. I also found the experience very rewarding. I only hope in the future that I continue to make improvements. I will continue going to physical therapy three times a week. This will guarantee that my strength will increase and as a result walking with the walker will become easier. Ultimately, it is my goal to advance to walking with forearm crutches. Having the ability to walk would make it possible for me to be so much more independent. Independence is a vital necessity for a good life to me. I will work as hard as possible to achieve this goal. I am more than determined.;truthful;poorly confident;114.8519018;1;18;10
2025-03-04;accuracy_high;['no_prolific_id'];16def838-e61e-4ba2-9f66-723792787b10;Accepted;3MB8LZR5BGFUSURVWZVQIV6N6QUKLO;We were sick,old, and fat, and needed to change. We did keto, and diet, worked together and lost an amazing amount of weight. That was my one of best friend suffering because of her fat and other heath issue. so doctors suggest them to reduce there weight. Then my friend take action on diet control. But he can't do that because of her weight too high. Then we suggest some kind of simple work to him. they do it regularly. Then They got some confidence on him. And follow the diet and other work out. Then they do the work continuously and lose some weight. It feels him very happy. From the results they work hard and lost weight at good level. then again go to checkup he got alright.  It make him very happy and thank to god. it is very amazing moment to my friend to lose this much of weight in short period.;deceptive;moderately confident;93.99001741;1;-29;-33
2025-03-04;accuracy_high;['no_prolific_id'];16def838-e61e-4ba2-9f66-723792787b10;Accepted;3RKNTXVS3NKSI9BOEGJK201GC9L4AB;I was invited to my granddaughter's wedding in the Florida. The wedding was going to take place on the beach. Myself and 2 other family members who reside in Michigan decided to drive to the wedding. Because I do not fly on planes due to a fear of flying. We decided to make some fun stops on the way to Florida.  We stopped at a small town store. I bought my granddaughter a very unique gift that was hand made by a woman who was 90 years old. When we arrived in Florida we stayed with a niece in a small quaint house. The wedding was beautiful. I was very surprised that my high school boyfriend from years ago was at the wedding. It was good to see him, and he was doing well. My granddaughter wore my daughter's wedding dress. My granddaughter had some changes made to the dress but it was just as beautiful. My granddaughter even had her pet at the wedding. The wedding was interesting because it was on the beach, and guests were dressed more casual than other wedding that I have been to.;truthful;confident;107.7783391;1;38;40
2025-03-04;accuracy_high;['no_prolific_id'];16def838-e61e-4ba2-9f66-723792787b10;Accepted;3IOEN3P9S85A38221LJ6OXSR6NN167;"Hey, today i am here to journal my cute experience about how and when i met my soul mate.           It was quiet long when i used o be friend with my now husband.           We lived in a small town where we used to work far from home. He was one of my friends cousin.           As my friends family was my family's family friend.           I was working five days a week and go to Aunts house in the weekend. And it was a long routine of about an year.            At this point o time one fine day when i went there I saw him,was quiet surprised as i was not familiar with that face or personality. But i had caught a sight of ""love at first sight""            As he was a impressive person with warm attitudes.            We spend weekend together with my friend ,We exchanged out thoughts , feelings , and found that our wavelengths sinks so well.            At that point of time i had decided that he is the perfect person.            He is my soul mate,and i started manifesting him to my life.            Later in few weeks we developed a true friendship between us. My friend was of great support to us.            We started sharing our personal thoughts about the views of life,The point of view where we are more attached or detached .             Slowly we created our own world of friendship which was unexplained. We were in such a position that each gestures were understood by the other .            At times we didn't had to speak to express our feeling ,rather understood.                      Yes the miracle happened                                  we are now married and living a happiest life together.                                 I found my soul mate,Rather i manifested my soul mate.";truthful;moderately confident;45.06529522;1;25;24
2025-03-04;accuracy_high;['no_prolific_id'];16def838-e61e-4ba2-9f66-723792787b10;Accepted;attention_check_2;"This is an attention check and serves to validate your participation. Please put the slider at the position 33. The rest of this statement is just a placeholder.
                Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
                Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.
                Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
                Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.";attention_check;;15.73269868;0;33;33
2025-03-04;accuracy_high;['no_prolific_id'];16def838-e61e-4ba2-9f66-723792787b10;Accepted;33F859I567ZRDV4BZ13ZR0UQR23BHE;A few months ago.. maybe 3 to be exact I had applied for a new promotion at work. I was so worried that I would not get it. So many people applied for this position. The hours were better, the pay was better, and even the benefits were better. The only thing is you would be working alot harder and you would be dealing with many more problems on a daily. It came time for the interviews. I remember my interview and how nervous I was. I was certain I completely failed at the interview. I can remember about 10 other people waiting to be interviewed for this position as I left the room. I waled to my car with tears streaming down my face. I was thinking there is no way you got this. Just keep trying for something else. This wasn't meant for you. I had all of these negative feelings and I really had no reason too. I had just as good of a chance as everyone else that was trying to get the position. I remember later that night I was home cooking dinner when I got the call confirming that I was the one who got the job. Still to this day I can not put into words how happy and proud I am of myself. I did this. Nobody else. I am just as worthy as anyone else. Never put yourself down you got this too.;truthful;indecisive;38.83110332;1;4;28
2025-03-04;accuracy_high;['no_prolific_id'];16def838-e61e-4ba2-9f66-723792787b10;Accepted;3QY7M81QH88VD92TS5UGZQOMB6S7K5;Jane, was honored for a life service.  She is super smart.  She worked on getting funds and doing fundraising for the university.  She was focused a lot on outside contributors.  Her biggest donation came in the amount of $100,000.  Jane attended this university.  Her degree was in the arts, but raising money was something she always excelled in.  When she was a girl scout, she earned multiple badges related to fundraising.  The honor from the university came with a beautiful letter, which was framed.  She also received a gift certificate to a local diner.  Her friends and family were part of the celebration.  Her boyfriend also attended.  She had many of her fellow students there as well.  It was a wonderful day, full of excitement.  They also served coffee and cake.;deceptive;confident;20.08142638;1;-38;-27
2025-03-04;accuracy_high;['no_prolific_id'];16def838-e61e-4ba2-9f66-723792787b10;Accepted;34PGFRQONPXFS4XCIS2GQRNQFVFJWY;I had the best day at work today. I love this new job more than I ever thought possible. 6 months ago I really thought my life was over when I quit my job with no plan for the future. I admit now I quit on an impulse, but it felt right. I had been getting harassed at work by this horrible employee named Jan. She was inappropriate and rude to everyone, and no one stood up to her. I was trying to complete a project at the office while everyone else was enjoying the Christmas party. Jan kept coming into my office to ask me to drink with her and to dance, it was obnoxious. She was obviously drunk,. I asked her several times to leave me alone and she would not stop touching me and harassing me. After an hour of the constant annoyance I snapped. I told her exactly what I thought of her and how terrible she was. Everyone just stood and watched. No one joined in or had my back. I was distraught. My supervisors watched me be harassed and did nothing. After my outburst I knew I was done at that company, so I quit. I just grabbed my things and walked out. I remember getting in my car and crying my eyes out. I needed that job. I hadn't done anything wrong. I really thought my life was over.;deceptive;indecisive;27.34936857;0;5;6
2025-03-04;accuracy_high;['no_prolific_id'];16def838-e61e-4ba2-9f66-723792787b10;Accepted;attention_check_1;"This is an attention check and serves to validate your participation. Please put the slider at the position -20. The rest of this statement is just a placeholder.
                Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
                Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.
                Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
                Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.";attention_check;;22.30440331;0;-20;-20
2025-03-04;accuracy_high;['no_prolific_id'];16def838-e61e-4ba2-9f66-723792787b10;Accepted;3F0BG9B9MQ9QXERAWKV78Y3XIJCY77;There are few things in this world that are such an honor like graduating. And one of them is getting to do so in front of your friends and family. I was so nervous but knowing that they had my back was the best thing. Not to say there weren’t some shenanigans that didn’t happen that day. I remember going up to get my first award and are it so hard. I tripped over my own ground and did an unforgettable face plant. But at least the photographer got me in mid fall right? But seriously everyone had a good laugh and nothing could really break my spirit at that point. I accepted my awards with modest and dignity and gave a rousing speech as I prepared my class to go out into the world and be conquerors. And ya know what, I think they’re going to do just that. I’ve never been so proud to see all those faces looking back at me with hope gleaming in their eyes. And I’ll never forget going out afterwards with my family and celebrating the night away. Some karaoke, a few drinks, and a couple anecdotes later and I felt it hit me. It was so emotional and real knowing it was all over to be honest. But I know that no matter where I go, my family and friends will always have my back like they did today.;deceptive;poorly confident;68.18945551;1;-18;26
2025-03-04;accuracy_high;['no_prolific_id'];16def838-e61e-4ba2-9f66-723792787b10;Accepted;3XCC1ODXDMXR6VK3EOCJ0TRV0GKQRU;I had the time of my life two weeks ago. I had never felt that alive, and weirdly being a father was the reason for that feeling. Being a father at that point felt like the best thing that has ever happened to me. It was my daughter's birthday, she had so much that she could not stop talking about it for days. It was  two weeks ago but I can vividly remember everything that took place. Audrey was so full of joy, seeing her smile and laugh was probably the highlight of the year for me. Though planning and preparations for the birthday party was not an easy one. First I had to deal with the caterer, then there was the clown. The most annoying to deal with was magic-less magician. His magic almost bored kids to sleep. By some act of miracle the event turned out to be better than I expected. Everyone had so much fun, even the adults. All the kids were even reluctant to go home. I was so tired that night i slept for about 9 hours straight. The happiness and joy I saw on Audrey's face that day made it all worth it.;deceptive;very confident;212.0340576;1;-47;27
2025-03-04;accuracy_high;['no_prolific_id'];ad42493a-9258-4924-bef2-7abed7488863;Accepted;3AQF3RZ55941TNWA8KYRDZWL7ZI6FT;There were many events happening in my life. The most memorable event in my life is the trip I took to Japan and stayed there for one month in last summer vacation.  I went to Tokyo that was located in the middle of Japan. It is a big city in Japan with a large population and a convenient public transportation system.  I had learned Japanese for two years before,  therefore, decided to go to Japan to experience a true Japanese life there.  My school helps me find a wonderful home stay. The family members are not a big one, including only mother, father, and three young boys. On the weekend, my home father took us to the department store for shopping. I love the time that we got together.   We all learned Japanese together every day. It was really interesting because I had never seen people with brown hair and green eyes speak Japanese. The teacher would take us to travel around Tokyo, introduce Japanese culture for us, and sometimes hung out with us together to have a dinner date. I felt so lucky that I could meet those amazing classmates in Japan. There are many differences between Taiwan and Japan, such as the directions, eating habits, time of business, and manners. I had been told that Japanese the most polite people in the world. I think it is totally correct. Besides, Japanese are very careful about being on time. They almost do with everything on time, and seldom have it delayed without apology. I think the manners are so brilliant a habit that we should learn more from them.   I realized that I would have changed a lot when I came back from Japan. I felt like getting more mature and independent than before. I started to cook for my family and took care of them. My parents were both so glad to see my change.  And what is the most important is that I became a much hard-working student than I went to Japan before. I want to visit Japan again.;truthful;poorly confident;98.64588451;1;15;24
2025-03-04;accuracy_high;['no_prolific_id'];ad42493a-9258-4924-bef2-7abed7488863;Accepted;30LB5CDZNDWCKT1V77CH7Q2C4JQZ07;Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.;deceptive;indecisive;10.6278193;0;0;24
2025-03-04;accuracy_high;['no_prolific_id'];ad42493a-9258-4924-bef2-7abed7488863;Accepted;attention_check_1;"This is an attention check and serves to validate your participation. Please put the slider at the position -20. The rest of this statement is just a placeholder.
                Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
                Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.
                Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
                Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.";attention_check;;22.07407951;0;-20;-18
2025-03-04;accuracy_high;['no_prolific_id'];ad42493a-9258-4924-bef2-7abed7488863;Accepted;3E4GGUZ1T9DOR85NMTDL3Z7EXXXK24;I had a qualification on Mturk for many years that earned me a lot of money. Then I lost the qual without warning. I sent the requester an email and they never got back to me. It was costing me money not to have it, and that made me very sad. Even though I am a timid person who hates making waves, I started emailing them a lot. Finally, they emailed me back and told me I broke their rules, but the rules I broke were not even stated in the HIT! After some back and forth, I got them to admit that the situation was unfair and not ideal. Then they decided to revise the rules to make them more clear. They gave me a qual test and I passed and got the qual back. I was incredibly, incredibly relieved! It was like getting a job back after losing it. I felt this rush of relief and it totally changed how I view my Mturk workweek, because it increased the amount of things I can work on and made me feel less pressure. I hate when I have no work to do. It makes me anxious and stressed and I start worrying a lot about money. Since getting my qual back, I feel a lot less anxiety and fear. I'm very grateful that I spoke up for myself and that they gave me a second chance.;truthful;poorly confident;8.417835951;1;20;24
2025-03-04;accuracy_high;['no_prolific_id'];ad42493a-9258-4924-bef2-7abed7488863;Accepted;3Z7ISHFUH1HU2I6Y2BPW058UPXRZ8H;My best friend has brain cancer and his parents asked me to drive his car and his belongings 2700 miles across the country so that they could prepare for his final days.  Without any hesitation, I said yes and started to plan my trip.  I drove from California to Pennsylvania and visited lots of beautiful sites that my friend would have also enjoyed.  I finally made it to Pittsburgh after four days of driving and returned the car back to his family.  I spent a week in the hospital visiting my friend, because on my road trip he ended up having a seizure and had to be admitted.  My friend had looked a lot different from the last time I saw him.  It broke my heart but I knew it would make me stronger.  Every single day I spent at the hospital to be there with his family. In this time, I really grew with his parents who I never really knew before.  I was able to get in contact with lots of friends who had no idea he was in the hospital and they were able to pay him a visit. I felt like I was able to send an army to help his family deal with all of this.  While in Pittsburgh, I was staying with my parents, and I do not get along with my dad well.  But going to the hospital brought me comfort and joy even though it was such a sad time.  When it was finally time to leave to fly back to California, my friend's dad dropped me off at the hospital.  We had a deep conversation and when it was time to step out of the car, I gave him the biggest hug I ever gave someone in my life.  I will always remember that hug.;truthful;very confident;3.804997206;1;50;14
2025-03-04;accuracy_high;['no_prolific_id'];ad42493a-9258-4924-bef2-7abed7488863;Accepted;3KOPY89HM9OI16VO88RELUCTJAGJ35;I went to a wedding on the beach once, and it was very windy. The wind blew sand everywhere. It was my cousins wedding, and we were in Hawaii. All the dresses and fancy clothes people had on were blown all around. Sand was everywhere. However, buy the end of the vows the wind died down. That was a good thing because it was starting to get ridiculous. I am thankful that the wind died down. It was also a good thing that it did not rain. That would have been bad if it was with the wind. The reception was indoors, so the weather did not affect us there, and everything else when smoothly. I think that as far as weather goes, it was not that bad. I would say that it went well, considering. For a minute, I was worried one of the bridesmaids dresses was going to fly up and expose their underwears. Luckly, it did not happen.;deceptive;moderately confident;6.170706034;0;26;10
2025-03-04;accuracy_high;['no_prolific_id'];ad42493a-9258-4924-bef2-7abed7488863;Accepted;3CTOC39K38C02PWBAKU4YBO9NI17J8;About two months ago i was visiting las vegas.   I was going to see my mother.  The main reason for the visit was that she had just had a stroke and i wanted to support her.  I remember when i got there i gave her a very big hug.  We bonded so much during the trip. I was very sad most of the time but happy to see her.  I was very grateful that the doctor said she should be okay now .  She will have to change her diet and work out more but she will be okay.  It was a very big relief to hear the doctor say that .  I plan on moving down closer to my mother soon.  I want to be there for her . I dont want her to have another stroke.  Overall i am very happy with the visit with my mother .  I do plan on also seeing her again shortly in the future.  One thing that shocked me was how much we bonded.  We talked so much about past memories from when i was a child.  We have never really bonded like this before and it was very nice  to have bonded with her.  I also remember we talked about my dad passing away and i dont want to watch my mother pass away.  I plan on helping her with work out goals and changing her diet.;deceptive;poorly confident;11.5952096;1;-16;-9
2025-03-04;accuracy_high;['no_prolific_id'];ad42493a-9258-4924-bef2-7abed7488863;Accepted;30BUDKLTXEHD45W08Q4G3BXL04DE5R;My most memorable event that occurred to me happened in April of this year. It was when my boyfriend and I drove to Florida and went to the Florida Keys. We went snorkeling and this was the first time both of us had ever done this. It was memorable because of how amazing the experience was being somewhere completely new doing an activity and viewing things in a new way that we hadn't experienced before. And we got to do it together. It barely cost us any money and we got to have a great experience. The most surprising part of the whole ordeal was that I wasn't scared to go out deep into the ocean. I felt healthy and good about myself and the fact that I accomplished something that for myself was a big feat even if other people might not see it as a big deal. I had been very nervous to do this. We viewed sea creatures such as a few fish, a giant crab, and other smaller little crabs. There wasn't very many fish which I was surprised about but the experience was still interesting. I saw the way the sea worked and all of its components that make it the ecosystem it is today. I also realized how hot the sun is down there because we both got very burnt on our backs from them being exposed to the sun for a few hours. The time went by faster than I can ever remember and it was my most memorable experience this year. We want to go back but have no idea when. I believe next time we would like to do a type of tour instead of just swimming aimlessly about and we hope to do it again soon.;truthful;indecisive;16.83218861;1;0;0
2025-03-04;accuracy_high;['no_prolific_id'];ad42493a-9258-4924-bef2-7abed7488863;Accepted;3RSDURM96B8B6T6KJS9DE8VEKX0EYR;Currently been having money issues. It has gotten to the point that the hospital has even started taking money directly from my husbands checks every few weeks. This has made it very difficult every month. This was an unexpected occurrence for us and is now a significant detriment on our lives. The struggle is severe and it has been hard trying to figure out how to make it work for us. I didn't even know they could do something like that. Now that they have, it has brought us down a worse path. But there is hope and I think we are learning how to survive in this new atmosphere. We are finding a way to make it work for us. It has brought down our demeanor but we continue on to make it work. It is for the best and we struggle. We try to put a smile on. It is amazing this can happen to us. For something like medical needs to get in the way. For us to be so distraught over such things.;deceptive;confident;6.902505398;1;-39;-19
2025-03-04;accuracy_high;['no_prolific_id'];ad42493a-9258-4924-bef2-7abed7488863;Accepted;3PB5A5BD0WSQBN6A2E911YWT16O7GA;During the month of April, I was called for Jury Duty at the courthouse and I was so incredibly nervous about being called as part of the jury. When I drove down there, there happened to be a long line just to get in. While waiting in line I was talking to a really nice lady and she was telling me about the business she owned and how she didn't want to get called in because she was going on vacation soon. When once we were all inside and the announcer told us which rooms to attend we waited for our names to be called over the intercom. As the called our names, mine happened to get called and I was so nervous. We walked to the courthouse and waited to be called in. Once we were called in we heard about the criminal case with the criminal standing right there with his lawyer. Then we had to fill out a survey to see if we would get called in. Once we filled out the survey we were dismissed for about 2 hours. I went to purchase a banana muffin. After that I hung around until we were called back into the courthouse. After being called back in, I was dismissed and not need for the case. I went back to the waiting area and after about two hours we were dismissed altogether. I was so elated. As soon as I got home, I decided to eat the muffin as I was too nervous to eat it in the courthouse. After I bit into the muffin, I notice there was something crunchy in it. It turns out it was a banana nut muffin. NOT just a banana muffin. Which would be fine if I wasn't allergic to nuts. Well, after I realized that there were walnuts in the muffin, my throat started to close which landed me in the ER room as I was on the verge of suffocating. About 5 or 6 hours later I was release and grateful to be alive.;truthful;confident;9.340922356;1;35;9
2025-03-04;accuracy_high;['no_prolific_id'];ad42493a-9258-4924-bef2-7abed7488863;Accepted;3X66WABAJX48A45N026BOHKDW42G3E;I live in a fortunate area. I try not to take it for granted. My friend, who I was reasonably close to, had started getting serious with his girlfriend. I tried my best to make the experience good for them. I invited them up to Martha's Vineyard for a nice little getaway. We coordinated times over the course of a few days. We were able to see some llamas happily grazing in the fields. We also ate some fantastic food, and I was introduced to places I hadn't been to yet. It was hard to take this time to just take a step back and appreciate everything. It was all like a whirlwind. It all was happening so fast. I didn't really want it to end. The best part was that at no point did I ever feel like a third wheel. I felt like it was just three friends hanging out and enjoying each other's company. We ended the little vacation by relaxing on the beach.;deceptive;very confident;14.78812671;1;-46;-19
2025-03-04;accuracy_high;['no_prolific_id'];ad42493a-9258-4924-bef2-7abed7488863;Accepted;attention_check_2;"This is an attention check and serves to validate your participation. Please put the slider at the position 33. The rest of this statement is just a placeholder.
                Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
                Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.
                Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
                Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.";attention_check;;23.18867731;0;33;20
